student_id,student_level,academic_level,legal_sex,race_ethnicity,us_citizen,wi_residency,age_group,credits_enrolled,plan_school_college,academic_plan,term_admit_type,full_time_part_time,home_region_type,home_location,home_latitude,home_longitude,origin_institution_type,origin_institution_name,origin_institution_code,origin_institution_city,origin_institution_state
111,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,22 to 29,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
112,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
113,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Eau Claire,44.7306,-91.286,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
114,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
115,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
116,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
117,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Sauk,43.3945,-89.8965,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
118,Undergraduate,Senior,Female,Hispanic,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Part Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
119,Undergraduate,Senior,Female,Hispanic,U.S. Citizen,Resident,22 to 29,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Walworth,42.6678,-88.5413,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
120,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
121,Undergraduate,Senior,Female,2 or more races,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
122,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,22 to 29,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Pennsylvania,40.86,-77.9,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
123,Undergraduate,Senior,Female,Unknown,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
124,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
125,Undergraduate,Senior,Female,Unknown,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
126,Undergraduate,Senior,Female,Unknown,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
127,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,22 to 29,19,Agricultural and Life Sciences,Science Communication UCrt,Undergraduate Transfer,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
128,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
129,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
130,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
131,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Part Time,WI County,Lincoln,45.3385,-89.7354,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
132,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
133,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,22 to 29,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
134,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,30 to 39,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
135,Undergraduate,Senior,Female,Hispanic,U.S. Citizen,Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
136,Undergraduate,Senior,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
137,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
138,Undergraduate,Senior,Male,Asian,U.S. Citizen,Resident,18 to 21,14,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
139,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
140,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
141,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
142,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
143,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dodge,43.413,-88.7032,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
144,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,1,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
145,Undergraduate,Senior,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
146,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Vernon,43.5769,-90.7714,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
147,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Fond Du Lac,43.7377,-88.5229,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
148,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,22 to 29,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
149,Undergraduate,Senior,Male,Hispanic,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Rock,42.6692,-89.072,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
150,Undergraduate,Senior,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
151,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
152,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,17,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
153,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
154,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,22 to 29,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
155,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,10,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
156,Undergraduate,Senior,Female,Black,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
157,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
158,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
159,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
160,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Part Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
161,Undergraduate,Senior,Female,2 or more races,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Washington,43.3686,-88.2293,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
162,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
163,Undergraduate,Senior,Female,2 or more races,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Oregon,44.0,-120.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
164,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,22 to 29,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
165,Undergraduate,Senior,Female,Hispanic,U.S. Citizen,Resident,30 to 39,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
166,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
167,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
168,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
169,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,3,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Part Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
170,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,18,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
171,Undergraduate,Senior,Female,Black,U.S. Citizen,Non-Resident,18 to 21,6,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Massachusetts,42.3616,-72.1839,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
172,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
173,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,22 to 29,12,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Door,44.9881,-87.267,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
174,Undergraduate,Senior,Female,2 or more races,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,WI County,Winnebago,44.0677,-88.6452,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
175,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,22 to 29,13,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
176,Undergraduate,Senior,Female,Unknown,U.S. Citizen,Non-Resident,22 to 29,16,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,Texas,31.25,-99.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
177,Undergraduate,Senior,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Science Communication UCrt,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
178,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Plant Pathology BS,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
179,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Plant Pathology BS,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
180,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,22 to 29,12,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
181,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,18 to 21,18,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
182,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,22 to 29,13,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
183,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Washington,43.3686,-88.2293,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
184,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
185,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,14,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
186,Undergraduate,Senior,Female,Asian,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
187,Undergraduate,Senior,Female,Asian,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
188,Undergraduate,Senior,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
189,Undergraduate,Senior,Female,White,U.S. Citizen,Non-Resident,30 to 39,17,Agricultural and Life Sciences,Organic Agriculture UCrt,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
190,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
191,Undergraduate,Senior,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,13,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,International,Pakistan,28.1854,66.6429,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
192,Undergraduate,Senior,Male,Asian,U.S. Citizen,Resident,18 to 21,16,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
193,Undergraduate,Senior,Female,2 or more races,U.S. Citizen,Resident,18 to 21,12,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
194,Undergraduate,Senior,Female,Asian,U.S. Citizen,Resident,18 to 21,11,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
195,Undergraduate,Senior,Female,Hispanic,U.S. Citizen,Resident,18 to 21,13,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
196,Undergraduate,Senior,Female,White,U.S. Citizen,Resident,18 to 21,15,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Part Time,WI County,Walworth,42.6678,-88.5413,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
197,Undergraduate,Senior,Male,White,U.S. Citizen,Resident,22 to 29,14,Agricultural and Life Sciences,Nutritional Sciences BSDN,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
